package_name;license
django-transaction-hooks;BSD-3-Clause License
supermercado;MIT License
django-queryinspect;License not found
easygui;BSD-3-Clause License
chargebee;MIT License
rainbow-saddle;License not found
colcon-lcov-result;Apache-2.0 License
playsound;MIT License
rasa-sdk;Apache-2.0 License
sphinx-autoapi;MIT License
transliterate;License not found
oic;Apache License (text)
expects;Apache License (text)
dialogflow;Apache-2.0 License
aiosmtplib;MIT License
pytils;MIT License
zope-i18nmessageid;License not permissive (text)
pycapnp;BSD-2-Clause License
gmplot;MIT License
help-tokens;AGPL-3.0 License
django-notifications-hq;BSD-3-Clause License
flask-seasurf;License not permissive (text)
python-lzf;EPL (text)
numdifftools;BSD-3-Clause License
pulsar-galaxy-lib;Apache-2.0 License
flake8-coding;Apache-2.0 License
python-firebase;MIT License
pyttsx3;GPL-3.0 License
pyvcloud;Apache License (text)
mesh-tensorflow;Apache-2.0 License
django-common-helpers;MIT License
django-js-reverse;MIT License
django-libsass;License not permissive (text)
requests-credssp;MIT License
url-normalize;MIT License
rtslib-fb;Apache-2.0 License
colorcet;EPL (text)
instaloader;MIT License
nplusone;MIT License
redlock;MIT License
mail-parser;Apache-2.0 License
unrar;GPL-3.0 License
flytekit;Apache-2.0 License
janus;Apache-2.0 License
typesentry;Apache-2.0 License
http;MIT License
wordninja;MIT License
py-healthcheck;MIT License
django-bitfield;Apache-2.0 License
sanic-jwt;MIT License
colcon-cd;Apache-2.0 License
sockjs-tornado;MIT License
s3contents;Apache-2.0 License
cloudbridge;MIT License
bdbag;Apache-2.0 License
zc-buildout;MIT License (text)
pywfm;MIT License
sceptre;Apache License (text)
localstack-ext;Apache License (text)
fs-s3fs;MIT License
sendgrid-django;MIT License
beautifultable;MIT License
logdna;MIT License
pyeventsystem;MIT License
yaql;Apache-2.0 License
pytest-flakes;MIT License
sinon;BSD-2-Clause License
prometheus-async;Apache-2.0 License
galaxy-sequence-utils;EPL (text)
iniparse;Python Software Foundation (text)
websockify;LGPL-3.0 License
django-simple-captcha;MIT License
gitlint;MIT License
dictobj;Apache-2.0 License
geotext;MIT License
scikit-spark;Apache-2.0 License
python-gettext;BSD-2-Clause License
django-ratelimit-backend;BSD-3-Clause License
rasa;Apache-2.0 License
circuitbreaker;License not permissive (text)
scales;Apache-2.0 License
flask-uuid;License not permissive (text)
django-colorful;MIT License
edx-i18n-tools;Apache-2.0 License
aiodataloader;MIT License
circus;Apache License (text)
aiosqlite;MIT License
kerberos;Apache-2.0 License
smartypants;License not permissive (text)
flake8-tuple;BSD-3-Clause License
cloudauthz;MIT License
pytest-doctestplus;BSD-3-Clause License
isa-rwval;EPL (text)
you-get;MIT License (text)
ndjson;LGPL (text)
flask-mongoalchemy;BSD-2-Clause License
traits;License not permissive (text)
pytest-cover;MIT License
django-pandas;BSD-3-Clause License
libconf;MIT License
celery-once;BSD-2-Clause License
colcon-zsh;Apache-2.0 License
zodbpickle;Python Software Foundation (text)
mnemonic;MIT License
mattermostwrapper;MIT License
tslearn;BSD-2-Clause License
sdnotify;MIT License
sqlalchemy-diff;Apache License (text)
pypom;MPL-2.0 License
eliot;Apache-2.0 License
django-s3-storage;License not permissive (text)
dumper;BSD-3-Clause License
wtforms-json;License not permissive (text)
pyecharts;MIT License
pretend;License not permissive (text)
office365-rest-python-client;MIT License
contentful;MIT License
pyutilib;License not permissive (text)
domain2idna;MIT License
requests-aws;License not permissive (text)
jupyterthemes;MIT License
gluoncv;Apache-2.0 License
flyteidl;Apache-2.0 License
django-wkhtmltopdf;BSD-2-Clause License
lyricwikia;MIT License
teradata;MIT License (text)
qdarkstyle;License not permissive (text)
tox-battery;MIT License
infi-clickhouse-orm;BSD-3-Clause License
tensor2tensor;Apache-2.0 License
spotdl;MIT License
pingparsing;MIT License
django-hosts;License not permissive (text)
cx-freeze;License not found
f5-sdk;Apache-2.0 License
cgroupspy;BSD-3-Clause License
line-bot-sdk;Apache-2.0 License
django-hijack-admin;MIT License
sqlalchemy-postgres-copy;MIT License
hydra-core;MIT License
django-babel;License not permissive (text)
pybs;License not found
hap-python;Apache License (text)
textstat;MIT License
pyhumps;License not permissive (text)
riemann-client;MIT License
fastrlock;MIT License
sphinx-markdown-builder;MIT License
talon;Apache-2.0 License
ansible-modules-hashivault;MIT License
docformatter;MIT License
sqlalchemy-repr;MIT License
http-parser;License not permissive (text)
yagmail;MIT License
nosehtml;License not found
zconfig;License not permissive (text)
graphql-ws;MIT License
cqlsh;Apache-2.0 License
c7n;Apache-2.0 License
aws-kinesis-agg;Apache-2.0 License
sshuttle;LGPL-2.1 License
django-pyodbc-azure;BSD-3-Clause License
adyen;MIT License
treeherder-client;MPL-2.0 License
openslide-python;LGPL (text)
intuit-oauth;Apache-2.0 License
requests-opentracing;Apache License (text)
submit50;GPL-3.0 License
sqlalchemy-utc;MIT License
arpeggio;MIT License (text)
robotframework-databaselibrary;Apache License (text)
django-statsd-mozilla;License not permissive (text)
django-debug-toolbar-request-history;BSD-3-Clause License
django-cachalot;BSD-3-Clause License
django-revproxy;MPL-2.0 License
argo-models;Apache-2.0 License
django-tagging;License not permissive (text)
drf-jwt;MIT License
pdoc3;AGPL-3.0 License
remote-pdb;BSD-2-Clause License
edx-django-sites-extensions;AGPL-3.0 License
django-activity-stream;BSD-3-Clause License
setuptools-git-version;License not found
rebulk;MIT License
gpustat;MIT License
pytest-reportportal;Apache-2.0 License
suds-community;LGPL-3.0 License
djangocms-link;License not permissive (text)
django-render-block;ISC License
helper;BSD-3-Clause License
bigquery-python;Apache-2.0 License
django-allow-cidr;Apache License (text)
filesplit;License not found
image-classifiers;MIT License
code-annotations;Apache-2.0 License
zope-configuration;License not permissive (text)
json-minify;License not found
webium;Apache-2.0 License
darglint;MIT License
colcon-argcomplete;Apache-2.0 License
captcha;BSD-3-Clause License
murmurhash3;License not found
babelfish;BSD-3-Clause License
asciitree;MIT License
softlayer;MIT License
rdp;MIT License
opsgenie-sdk;Apache License (text)
flair;MIT License (text)
pyramid-beaker;License not permissive (text)
ciscoconfparse;GPL-3.0 License
faiss-cpu;MIT License
dawg-python;MIT License
json-logic-qubit;MIT License
pysnooper;MIT License
consul-kv;MIT License
collision;MIT License
pymacaroons;MIT License
traitsui;License not permissive (text)
django-cron;MIT License
pysnow;MIT License
confusable-homoglyphs;MIT License
mozdownload;MPL-2.0 License
pyramid-jinja2;License not permissive (text)
django-background-tasks;License not permissive (text)
azure-log-analytics-data-collector-api;MIT License
userpath;Apache License (text)
jaraco-itertools;MIT License
django-user-sessions;MIT License
xblock-utils;AGPL-3.0 License
conda;BSD 3-Clause License (text)
pytest-splinter;MIT License
zvmcloudconnector;Apache-2.0 License
gino;License not permissive (text)
evdev;License not permissive (text)
jaconv;MIT License
rapid-framework;Apache-2.0 License
django-cookies-samesite;BSD-3-Clause License
pyomo;License not permissive (text)
python-grpc-prometheus;MIT License
py-ecc;MIT License
pytest-mockito;MIT License
osmnx;MIT License
proximityhash;Apache-2.0 License
nmslib;Apache License (text)
django-slack;BSD-3-Clause License
edx-ccx-keys;AGPL-3.0 License
pytest-arraydiff;License not permissive (text)
q;Apache-2.0 License
pykube-ng;Apache-2.0 License
kwargs-only;ISC License
django-partial-index;BSD-3-Clause License
