Severity;Name;Vulnerability_url;Package;Versions;CVE;GitHub Advisory;GitHub Commit;GitHub Release;GitHub Release Tag;GitHub Additional Information;GitHub PR;GitHub Issue;NVD
H;XML External Entity (XXE) Injection;https://snyk.io/vuln/SNYK-PYTHON-CAIROSVG-40555;cairosvg;[,1.0.21);;;https://github.com/Kozea/CairoSVG/commit/212f6b9114a7bccf899c5fcd2baa42ea5391fa00;;;;;;
M;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-AIRFLOW-40467;airflow;[0.1,];;;https://github.com/apache/incubator-airflow/commit/7d29698b639d9e2060465aa778efb842986df706;;;;https://github.com/apache/incubator-airflow/pull/1584;;
H;Command Injection;https://snyk.io/vuln/SNYK-PYTHON-TEXTRACT-40374;textract;[,1.5.0);CVE-2016-10320;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-10320
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-PLONEAPPEVENT-40537;plone.app.event;[,3.0);;;;;;;;;
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-MURANODASHBOARD-40399;murano-dashboard;[2014.0.0,2015.1.1);CVE-2016-4972;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-4972
M;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-WIDGETSNBEXTENSION-40469;widgetsnbextension;[,1.2.3);;;;;;;;;
M;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-IPYWIDGETS-40468;ipywidgets;[5,5.1.5);;;;;;;;;
M;Man-in-the-Middle (MitM);https://snyk.io/vuln/SNYK-PYTHON-QPIDPYTHON-40465;qpid-python;[0.20,1.35.0);;;https://github.com/apache/qpid/commit/ec42d9558d8714b22b356358437556cae8130815;;;;;;
M;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-PLONE-40394;plone;[3.3,5.1a1];CVE-2016-4042;;;;;;;;
M;Access Restriction Bypass;https://snyk.io/vuln/SNYK-PYTHON-PLONE-40396;plone;[5.0,5.1a1];CVE-2016-4043;;;;;;;;
H;Cross-site Request Forgery (CSRF);https://snyk.io/vuln/SNYK-PYTHON-KALLITHEA-40392;kallithea;[,0.3.2);CVE-2016-3691;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-3691
M;Privilege Escalation;https://snyk.io/vuln/SNYK-PYTHON-KALLITHEA-40391;kallithea;[,0.3.2);CVE-2016-3114;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-3114
M;Access Restriction Bypass;https://snyk.io/vuln/SNYK-PYTHON-FIVEPT-40395;five.pt;[0.1,2.2.4);CVE-2016-4043;;https://github.com/zopefoundation/five.pt/commit/d896601c8643f9e9939e7cbef0187b65d663f829;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-4043
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-PILLOW-40388;pillow;[2.5.0,3.1.2);CVE-2016-3076;;;;;;;;
M;Privilege Escalation;https://snyk.io/vuln/SNYK-PYTHON-TRYTOND-40308;trytond;[3.2,3.2.10),[3.4,3.4.8),[3.6,3.6.5),[3.8,3.8.1);CVE-2015-0861;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-0861
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-PILLOW-40444;pillow;[,3.3.2);CVE-2016-9190;;;;;;;;
H;XML External Entity (XXE) Injection;https://snyk.io/vuln/SNYK-PYTHON-PYTHONDOCX-40402;python-docx;[,0.8.6);CVE-2016-5851;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-5851
H;Access Restriction Bypass;https://snyk.io/vuln/SNYK-PYTHON-PLONE-40393;plone;[4.0,5.1a1];CVE-2016-4041;;;;;;;;
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-40389;ansible;[1.9.5,1.9.6),[2,2.0.2.0);CVE-2016-3096;;https://github.com/ansible/ansible-modules-extras/pull/1941/commits/8c6fe646ee79f5e55361b885b7efed5bec72d4a4;;;;https://github.com/ansible/ansible-modules-extras/pull/1941;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-3096
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-MERCURIAL-40390;mercurial;[2.6.2,3.8.1);CVE-2016-3105;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-3105
H;Improper Check for Dropped Privileges;https://snyk.io/vuln/SNYK-PYTHON-MODWSGI-40295;mod_wsgi;[4.1.0,4.2.4);CVE-2014-8583;;https://github.com/GrahamDumpleton/mod_wsgi/commit/545354a80b9cc20d8b6916ca30542eab36c3b8bd;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-8583
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-MERCURIAL-40387;mercurial;[2.7.0,3.7.3);CVE-2016-3069;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-3069
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-MERCURIAL-40386;mercurial;[2.7.0,3.7.3);CVE-2016-3068;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-3068
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-MERCURIAL-40385;mercurial;[2.7.0,3.7.3);CVE-2016-3630;;;;;;;;
M;Man-in-the-Middle (MitM);https://snyk.io/vuln/SNYK-PYTHON-PYTHONQPIDPROTON-40381;python-qpid-proton;[,0.12.1);CVE-2016-2166;;https://github.com/apache/qpid-proton/commit/a0585851e1e8ed9678496e38278f4a7554d03636;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-2166
M;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-ROUNDUP-40291;roundup;[,1.5.1);CVE-2014-6276;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-6276
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-40289;ansible;[,1.6.4);CVE-2014-4657;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-4678
L;Timing Attack;https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40383;django;[,1.8.10),[1.9,1.9.3);CVE-2016-2513;;https://github.com/django/django/commit/67b46ba7016da2d259c1ecc7d666d11f5e1cfaab;;;;;;
H;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40382;django;[,1.8.10),[1.9,1.9.3);CVE-2016-2512;;https://github.com/django/django/commit/c5544d289233f501917e25970c03ed444abbd4f0;;;;;;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-PILLOW-40365;pillow;[,3.1.1);CVE-2016-0740;;;;;;;;
H;SQL Injection;https://snyk.io/vuln/SNYK-PYTHON-PYWEBDAV-40057;pywebdav;[,0.9.4.1);CVE-2011-0432;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2011-0432
H;Privilege Escalation;https://snyk.io/vuln/SNYK-PYTHON-CELERY-40086;celery;[2.4.0,2.4.3];CVE-2011-4356;;;;;;https://github.com/ask/celery/pull/544;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2011-4356
L;Symlink Attack;https://snyk.io/vuln/SNYK-PYTHON-VIRTUALENV-40089;virtualenv;[,1.5);CVE-2011-4617;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2011-4617
M;HTTP Response Splitting;https://snyk.io/vuln/SNYK-PYTHON-TORNADO-40094;tornado;[,2.2.1);CVE-2012-2374;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-2374
H;Arbitrary Command Execution;https://snyk.io/vuln/SNYK-PYTHON-BCFG2-40097;bcfg2;[1.2,1.2.3);CVE-2012-3366;;https://github.com/Bcfg2/bcfg2/commit/a524967e8d5c4c22e49cd619aed20c87a316c0be;;;;;;
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-ACCESSCONTROL-40108;accesscontrol;[3.0,3.0.3];CVE-2012-5487;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-5487
M;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-ZOPETRAVERSING-40149;zope_traversing;[3.4,4.0.0a1);CVE-2012-5505;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-5505
M;Timing Attack;https://snyk.io/vuln/SNYK-PYTHON-ACCESSCONTROL-40155;accesscontrol;[3.0,3.0.5];CVE-2012-5507;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-5507
M;Insecure Randomness;https://snyk.io/vuln/SNYK-PYTHON-ACCESSCONTROL-40168;accesscontrol;[3.0,3.0.5];CVE-2012-6661;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-6661
M;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-MOIN-40167;moin;[,1.9.6);CVE-2012-6495;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-6495
M;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-SETUPTOOLS-40178;setuptools;[,0.7);CVE-2013-1633;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-1633
L;Symlink Attack;https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-40222;ansible;[,1.2.3);CVE-2013-4259;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-4259
M;Arbitrary File Overwrite;https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-40223;ansible;[1.2,1.2.3);CVE-2013-4260;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-4260
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-PILLOW-40366;pillow;[,3.1.1);CVE-2016-0775;;;;;;;;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-PILLOW-40384;pillow;[,3.1.1);CVE-2016-2533;;;;;;;;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-PILLOW-40282;pillow;[,2.3.2),[2.5,2.5.2);CVE-2014-3589;;;;;;;;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-PILLOW-40283;pillow;[,2.5.3);CVE-2014-3598;;;;;;;;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-PILLOW-40299;pillow;[,2.7.0);CVE-2014-9601;;;;;;;;
M;Access Restriction Bypass;https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40380;django;[1.9,1.9.2);CVE-2016-2048;;;;;;;;
H;Arbitrary File Access;https://snyk.io/vuln/SNYK-PYTHON-RADICALE-40363;radicale;[,1.1);CVE-2015-8747;;https://github.com/Kozea/Radicale/pull/343;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-8747
M;Privilege Escalation;https://snyk.io/vuln/SNYK-PYTHON-RADICALE-40364;radicale;[,1.1);CVE-2015-8748;;https://github.com/Kozea/Radicale/pull/341;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-8748
H;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-RADICALE-40378;radicale;[,1.1);CVE-2016-1505;;https://github.com/Unrud/Radicale/commit/b4b3d51f33c7623d312f289252dd7bbb8f58bbe6;;;;https://github.com/Kozea/Radicale/pull/343;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-1505
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-SENTRY-40562;sentry;[6.4.0,8.0.0rc2);;;https://github.com/getsentry/sentry/commit/0206ff097740b484360ce36295029c72dcceaad4;;;;https://github.com/getsentry/sentry/pull/2506;;
H;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-TRIPLEOHEATTEMPLATES-40337;tripleo-heat-templates;[,0.8.6];CVE-2015-5329;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-5329
M;Improper Input Validation;https://snyk.io/vuln/SNYK-PYTHON-RSA-40377;rsa;[,3.3);CVE-2016-1494;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-1494
M;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40359;django;[,1.7.11),[1.8,1.8.7);CVE-2015-8213;;https://github.com/django/django/commit/316bc3fc9437c5960c24baceb93c73f1939711e4;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-CHERRYMUSIC-40361;cherrymusic;[0.30.0,0.36.0);CVE-2015-8310;;https://github.com/devsnd/cherrymusic/commit/62dec34a1ea0741400dd6b6c660d303dcd651e86;;;;;https://github.com/devsnd/cherrymusic/issues/598;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-8309
M;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-CHERRYMUSIC-40360;cherrymusic;[0.30.0,0.36.0);CVE-2015-8309;;https://github.com/devsnd/cherrymusic/commit/62dec34a1ea0741400dd6b6c660d303dcd651e86;;;;;https://github.com/devsnd/cherrymusic/issues/598;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-8309
H;Request Spoofing;https://snyk.io/vuln/SNYK-PYTHON-TRIPLEOHEATTEMPLATES-40336;tripleo-heat-templates;[,0.8.9];CVE-2015-5303;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-5303
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-WGER-40595;wger;[,1.7);;;https://github.com/wger-project/wger/commit/f3c393aafecb7699bb4686bf7b4bec63af67f3a2;;;;https://github.com/wger-project/wger/pull/239;https://github.com/wger-project/wger/issues/238;
M;HTTP Response Splitting;https://snyk.io/vuln/SNYK-PYTHON-WEBOB-40490;webob;[,1.6.0a0);;;https://github.com/Pylons/webob/commit/97041f58fcee30b37a8c0fba0108cf69c6e01330;;;;https://github.com/Pylons/webob/pull/229;https://github.com/Pylons/webob/issues/217;
M;HTTP Response Splitting;https://snyk.io/vuln/SNYK-PYTHON-WAITRESS-40566;waitress;[,0.8.11b0);;;https://github.com/Pylons/waitress/commit/07e21576ef272a1bbd5410ef34f479e31ee68665;;;;https://github.com/Pylons/waitress/pull/121;https://github.com/Pylons/waitress/issues/117;
M;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-UAPARSER-40565;ua-parser;[,0.5.1);;;https://github.com/ua-parser/uap-python/commit/c81b1cbc20f9b52e09621573d3b34b7a6b7dbd73;;;;https://github.com/ua-parser/uap-python/pull/22;;
M;BSON Corruption;https://snyk.io/vuln/SNYK-PYTHON-BSON-40575;bson;[0.3.5,0.4.2);;;https://github.com/py-bson/bson/commit/430c1a72c2c3669ce46ba28b4a813a2b12d07f31;;;;https://github.com/py-bson/bson/pull/34;;
M;Insecure Randomness;https://snyk.io/vuln/SNYK-PYTHON-WEBSOCKETCLIENT-40498;websocket-client;[,0.33);;;https://github.com/websocket-client/websocket-client/commit/896e7c7317def65f7f8fb27a3eed807f2e1e5386;;;;https://github.com/websocket-client/websocket-client/pull/211;https://github.com/websocket-client/websocket-client/issues/210;
M;Timing Attack;https://snyk.io/vuln/SNYK-PYTHON-WEBSOCKETCLIENT-40497;websocket-client;[,0.33);;;https://github.com/websocket-client/websocket-client/commit/896e7c7317def65f7f8fb27a3eed807f2e1e5386;;;;https://github.com/websocket-client/websocket-client/pull/211;https://github.com/websocket-client/websocket-client/issues/209;
M;Access Restriction Bypass;https://snyk.io/vuln/SNYK-PYTHON-PLONE-40353;plone;[3.3,4.2.7];CVE-2015-7317;;;;;;;;
H;HTTP Response Splitting;https://snyk.io/vuln/SNYK-PYTHON-PLONE-40355;plone;[3,4.0);CVE-2015-7318;;;;;;;;
M;Unauthorized User Creation;https://snyk.io/vuln/SNYK-PYTHON-PLONE-40345;plone;[,4.3.7);CVE-2015-7315;;;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-PLONE-40350;plone;[,4.3.7);CVE-2015-7316;;;;;;;;
M;TLS Truncation Attack;https://snyk.io/vuln/SNYK-PYTHON-CRYPTOGRAPHY-40478;cryptography;[,1.1);;;https://github.com/pyca/cryptography/commit/41aabcbd2326ae154a16a1a050ee01fb9a54bd19;;;;https://github.com/pyca/cryptography/pull/2334;;
M;Privilege Escalation;https://snyk.io/vuln/SNYK-PYTHON-PRODUCTSKUPU-40352;products.kupu;[,1.5.0b1];CVE-2015-7317;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-7317
H;HTTP Header Injection;https://snyk.io/vuln/SNYK-PYTHON-ZOPE2-40354;zope2;[2.13,2.13.25);CVE-2015-7318;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-7318
H;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-TRIPLEOHEATTEMPLATES-40335;tripleo-heat-templates;[,0.8.7);CVE-2015-5271;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-5271
H;Arbitrary Command Injection;https://snyk.io/vuln/SNYK-PYTHON-PYGMENTS-40362;pygments;[1.2.2,2.0.2];CVE-2015-8557;;;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-FLASKADMIN-40592;flask-admin;[,1.3.0);;;https://github.com/flask-admin/flask-admin/commit/f447db0c78c03235d0dd6bdce0c5365fc6a7c321;;;;https://github.com/flask-admin/flask-admin/pull/1002;https://github.com/flask-admin/flask-admin/issues/1000;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40339;django;[,1.4.22),[1.5,1.7.10),[1.8,1.8.4);CVE-2015-5963;;;;;;;;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40340;django;[,1.4.22),[1.5,1.7.10),[1.8,1.8.4);CVE-2015-5964;;;;;;;;
H;Symlink Attack;https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-40341;ansible;[,1.9.2);CVE-2015-6240;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-6240
H;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-TLSLITE-40323;tlslite;[0.4.0,0.4.9);CVE-2015-3220;;;;;;;;
M;Man-in-the-Middle (MitM);https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-40324;ansible;[,1.9.2);CVE-2015-3908;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-3908
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-SENTRY-40546;sentry;[,7.7.0);;;https://github.com/getsentry/sentry/commit/364b959811561de83f29893e105cc590224edbee;;;;;;
H;Cross-site Request Forgery (CSRF);https://snyk.io/vuln/SNYK-PYTHON-IPYTHON-40338;ipython;[,3.2.1);CVE-2015-5607;;;;;;;;
H;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40332;django;[,1.4.21),[1.5,1.7.9),[1.8,1.8.3);CVE-2015-5143;;;;;;;;
M;HTTP Response Splitting;https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40333;django;[,1.4.21),[1.5,1.7.9),[1.8,1.8.3);CVE-2015-5144;;;;;;;;
H;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40334;django;[1.8,1.8.3);CVE-2015-5145;;;;;;;;
H;Cross-site Request Forgery (CSRF);https://snyk.io/vuln/SNYK-PYTHON-DJANGOCMS-40331;django-cms;[3.1,3.1.1);CVE-2015-5081;;;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-IPYTHON-40329;ipython;[,3.2.0);CVE-2015-4706;;;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-IPYTHON-40330;ipython;[,3.2.0);CVE-2015-4707;;;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-CMSPLUGINFILER-40510;cmsplugin-filer;[,0.10.2);;;https://github.com/divio/cmsplugin-filer/commit/7bdf2106e3ea38ecd8eae4d57c9c8eccca005965;;;;https://github.com/divio/cmsplugin-filer/pull/185;;
L;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-FABRIC-40623;fabric;[0.9.0,1.13.1];;;;;;;;https://github.com/fabric/fabric/issues/1341;
M;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-AIOHTTP-40582;aiohttp;[,0.16.3);;;https://github.com/aio-libs/aiohttp/commit/d9fdf551aaa388a738febe5ce697c0b07f597e94;;;;https://github.com/aio-libs/aiohttp/pull/383;https://github.com/aio-libs/aiohttp/issues/380;
M;Session Hijacking;https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40325;django;[1.8,1.8.2);CVE-2015-3982;;;;;;;;
H;Man-in-the-Middle (MitM);https://snyk.io/vuln/SNYK-PYTHON-PYKERBEROS-40322;pykerberos;[,1.1.6);CVE-2015-3206;;;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-ASKBOT-40321;askbot;[0.6.0,0.7.52];CVE-2015-3169;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-3169
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-PYTHONDBUSMOCK-40309;python-dbusmock;[,0.15.1);CVE-2015-1326;;https://github.com/martinpitt/python-dbusmock/commit/4e7d0df9093;;;;;;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-COMET-40600;comet;[1.1.0,1.2.2);;;https://github.com/jdswinbank/Comet/commit/d25f5959c60b58645d2bf49cdf993294ab995991;;;;;;
M;Arbitrary File Access;https://snyk.io/vuln/SNYK-PYTHON-DJANGOMARKUPFIELD-40307;django-markupfield;[,1.3.2];CVE-2015-0846;;https://github.com/jamesturk/django-markupfield/commit/b45734ea1d206abc1ed2a90bdc779708066d49f3;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-0846
M;Man-in-the-Middle (MitM);https://snyk.io/vuln/SNYK-PYTHON-KEYSTONEMIDDLEWARE-40314;keystonemiddleware;[1.0.0,1.6.0);CVE-2015-1852;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-1852
M;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-BOTO-40479;boto;[,2.39.0);;;https://github.com/boto/boto/commit/8b65a6c250d0548d9ffe6393842931f59f793c77;;;;https://github.com/boto/boto/pull/3097;;
M;Decryption Attacks;https://snyk.io/vuln/SNYK-PYTHON-ATTIC-40328;attic;[,0.15);CVE-2015-4082;;https://github.com/jborg/attic/commit/78f9ad1faba7193ca7f0acccbc13b1ff6ebf9072;;;;;https://github.com/jborg/attic/issues/271;
H;Arbitrary Command Execution;https://snyk.io/vuln/SNYK-PYTHON-MERCURIAL-40298;mercurial;[,3.2.4);CVE-2014-9462;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-9462
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-DULWICH-40306;dulwich;[,0.9.8];CVE-2015-0838;;;;;;;;
M;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-CEPHDEPLOY-40320;ceph-deploy;[,1.5.25);CVE-2015-3010;;https://github.com/ceph/ceph-deploy/commit/eee56770393bf19ed2dd5389226c6190c08dee3f;;;;https://github.com/ceph/ceph-deploy/pull/272;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-3010
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40317;django;[,1.4.20),[1.5,1.6.11),[1.7,1.7.7);CVE-2015-2316;;;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40318;django;[,1.4.20),[1.5,1.6.11),[1.7,1.7.7);CVE-2015-2317;;;;;;;;
M;Session Fixation;https://snyk.io/vuln/SNYK-PYTHON-REQUESTS-40316;requests;[2.1.0,2.6.0);CVE-2015-2296;;https://github.com/kennethreitz/requests/commit/3bd8afbff29e50b38f889b2f688785a669b9aafc;;;;;;
M;Man-in-the-Middle (MitM);https://snyk.io/vuln/SNYK-PYTHON-RESTKIT-40319;restkit;[,4.2.2];CVE-2015-2674;;;;;;;https://github.com/benoitc/restkit/issues/140;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40315;django;[1.7,1.7.6);CVE-2015-2241;;;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-SENTRY-40545;sentry;[,7.4.0);;;https://github.com/getsentry/sentry/commit/626acc195003cea0d830eada4a338b60ba7ea614;;;;;;
M;Access Restriction Bypass;https://snyk.io/vuln/SNYK-PYTHON-PYSAML2-40567;pysaml2;[,2.3.0);;;;;;;;;
M;Open Redirection;https://snyk.io/vuln/SNYK-PYTHON-TWINE-40578;twine;[,1.6.0);;;https://github.com/pypa/twine/commit/29e85757559154e919c9fe0a7f5803a425628855;;;;https://github.com/pypa/twine/pull/94;https://github.com/pypa/twine/issues/92;
M;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-ARCHMAGE-40310;archmage;[0.3];CVE-2015-1589;;;;;;;;https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-1589
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-DULWICH-40300;dulwich;[,0.9.9];CVE-2014-9706;;;;;;;;
M;WSGI header spoofing;https://snyk.io/vuln/SNYK-PYTHON-WAITRESS-40552;waitress;[,1.0a1);CVE-2015-0219;;https://github.com/Pylons/waitress/commit/7f4e0f7b9c14aba74dd1da7a030072d79ca99b6b;;;;https://github.com/Pylons/waitress/pull/129;https://github.com/Pylons/waitress/issues/81;
M;WSGI Header Spoofing;https://snyk.io/vuln/SNYK-PYTHON-BJOERN-40507;bjoern;[,1.4.2);CVE-2014-3566;;https://github.com/jonashaag/bjoern/commit/9fd4d605cb7859632af7cc0f93b9a512510be66b;;;;;;
M;WSGI Header Spoofing;https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40302;django;[,1.4.18),[1.5,1.6.10),[1.7,1.7.3);CVE-2015-0219;;;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40303;django;[,1.4.18),[1.5,1.6.10),[1.7,1.7.3);CVE-2015-0220;;;;;;;;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40304;django;[,1.4.18),[1.5,1.6.10),[1.7,1.7.3);CVE-2015-0221;;;;;;;;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40305;django;[,1.4.18),[1.5,1.6.10),[1.7,1.7.3);CVE-2015-0222;;;;;;;;
M;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-WPULL-40553;wpull;[,0.1006.1);;;https://github.com/chfoo/wpull/commit/8c456fd47b0b1a1a63dbc6e762ffafbd1de6a8db;;;;;https://github.com/chfoo/wpull/issues/219;
M;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-CLAM-40509;clam;[,0.9.11);;;https://github.com/proycon/clam/commit/f89ba22a3b74f0b86ce9d8190ce28b6da7331813;;;;;;
